age,capital-gain,capital-loss,hours-per-week,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,occupation_Adm-clerical,occupation_Armed-Forces,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Handlers-cleaners,occupation_Machine-op-inspct,occupation_Other-service,occupation_Priv-house-serv,occupation_Prof-specialty,occupation_Protective-serv,occupation_Sales,occupation_Tech-support,occupation_Transport-moving,gender_Female,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,race_White,gender_Male,native-country_United-States
-0.6367165132928917,0.9979704487361349,-0.334359817519623,-0.18588965692021323,0.8215041281170502,-0.1603715208777782,0.04673346300177683,-0.26999564873353676,-0.15979308681908314,0.07410924827697948,-0.16480748293483852,-0.2741134026650374,-0.0805146477368875,0.3770656428269638,0.30808097110819543,0.4014255802572623,-0.2385887190839481,0.6222350828418705,0.21829428550655278,-0.022517995515551684,0.09994981301812962,-0.013006266010172487,-0.004314197713941917,-0.10221321455972589,0.00815927707639162,-0.09793473900472272,0.03757706932023598,-0.006243613041784373,-0.028337531668106885,-0.0224948797789858,-0.11618657302055979,0.038333877667669915,-0.07791449872136946,-0.02552480156481922,-0.023585480360407616,-0.004527243159045938,-0.01661439650451901,-0.017600541095358527,0.0023082816000532837,-2.924819722584772e-05,-0.007739176670701656,-0.0004473422935675814,-0.0013123957541981998,-5.424910958849512e-15,-9.957277864556857e-17,6.340637801359523e-17,2.0608526793818785e-16,3.8712176813182877e-16,1.6515472405875606e-16
-0.013941971769619513,-0.26320513250291067,-0.32710282384167627,-0.2164910196815643,0.7904681045284639,-0.39950167554539306,0.05213544660288109,-0.09372261829636228,-0.1126367197625982,-0.15239577768266155,-0.21207847769260743,-0.19010615717478807,-0.14701488096765167,0.31888613999782844,0.2781985437361795,0.3547164337664117,-0.33476466725521986,0.6825996022052524,0.25573243836094756,-0.012789146852572052,0.05424858076999467,-0.00980823192312553,-0.04591897834154992,-0.13614835105068357,0.03141726363977638,-0.09981709762862041,0.012018633712415582,-0.005798395923729531,-0.02770837226346556,-0.047672771501247636,-0.0959915011290733,-0.020588365402764024,0.005387732996049593,-0.02923930925997757,-0.01469103175886904,-0.012185797679319483,-0.012051005364561348,-0.011555012000882995,0.00789527876319225,0.009105523653956261,-0.009024087981555688,0.0022932183571165556,-0.0014225839218198776,3.6114105072926325e-15,4.52091472492792e-16,2.1512488451736666e-16,-1.324748088881763e-15,-3.2849515430250945e-16,1.5747753278802453e-15
1.407947317934491,0.13440739569752397,0.112831422286557,-0.09224436171363251,-0.22843503687509348,-0.9237835265578986,-0.63454453775012,-0.01705219257055936,0.3695499323765813,-0.021125759643574597,0.167024364425094,0.21477085451284575,-0.19705382269264915,-0.11761179652306217,-0.25676586690445063,0.2542468320782132,0.012017435430311373,0.10929599592001406,-0.009606959813844832,0.004763518148149886,-0.0733799403156837,0.062047130253307825,-0.08841647792050923,-0.022435561585725003,-0.08284797237483434,0.004099800055520348,-0.02322162485817352,0.01477917976779653,0.003520737725487316,0.04422879040208737,0.019917575758733604,-0.006796297234454585,0.03915898080543506,0.010310951302473132,0.00931378645095009,-0.006208136397086031,0.006467618542652281,0.005164391580757536,0.003195862767362211,0.0008225302872699744,0.0005782996937495216,0.0018917916061068326,-0.0036638574696984338,-1.4164220526405607e-15,7.187406835839815e-16,2.0770633396533343e-16,2.478026831947906e-16,-5.313715899737614e-17,6.095632173513534e-17
0.18482532342092425,-0.5104059131517239,0.09397303252140037,0.5431714014212224,-0.10147385885174078,1.0460786133814237,-0.41003093082833025,-0.055359787076171604,0.26398283813969725,-0.20452494000502178,-0.15414157659043662,-0.39573999336569415,0.6448593520871468,-0.3115274442924117,-0.0002577813259300242,0.13783768428320087,0.09150548812232129,0.19028151253335018,-0.19256478426637666,0.03842504352846217,-0.14359036312937115,-0.007560036390614153,-0.1604930369184115,0.015243240154462616,-0.08408494908679855,-0.09267003191901874,-0.057428776238328344,-0.05260717110402952,-0.024269308760106186,0.07671479289352283,0.05922091580620122,0.0744508360734095,0.015134264174245233,0.008708392714398739,0.011107689479905975,0.029066568169162532,-0.005996471969401438,0.007878616822431067,0.011344638226672598,-0.001178498450166078,0.002623794952232892,-0.002037342914456082,0.0016103094948710667,1.2286587334350522e-15,6.986947633406638e-16,-1.3047277775797765e-15,-4.089403611172862e-16,2.4033136385985952e-17,-1.1064510339515895e-16
0.12326164222088987,-0.18756470019446972,0.6589795692708125,-0.027964321996522965,-0.16527595714426072,0.31213182200513523,0.5530662607716824,-0.014785489628309098,-0.5531288652146844,-0.71163894300577,0.035045202459561074,0.6441867169520338,0.05698775441595223,-0.3613189911106511,-0.06071398772807968,0.16953158639417648,-0.32861015154406537,-0.18732056962351412,0.3981160464208697,-0.5099300622425823,-0.3445130330565903,-0.14092646730516445,0.3634625814801702,-0.09595472482153544,-0.12076774068928268,-0.03894498780976963,-0.014818692474121839,-0.06146818659655314,0.00848111470377897,-0.1366665940627762,0.0174347481069141,-0.03251625624968749,0.029570490276361737,-0.011370667287308442,-0.004863679185243789,0.00261546647797563,-0.007808820949761024,0.013328429394975826,4.0442932088571646e-05,0.008502169089334186,-0.0009844351157641128,-0.0003309252717867573,0.0001736395767082529,2.7865868395102424e-15,-4.0504519344656995e-16,1.7694670597790651e-16,2.4545978716820377e-17,1.411564027823043e-16,-2.69332418744202e-17
-3.31415308062907,0.5890141383020502,-0.038153746033068134,-0.13985088949202723,0.7494188229421692,-0.16217571258284097,0.14391216792344969,0.9354029488879614,0.031783419370529135,0.2658622162419509,-0.17815899134654653,-0.4050542741204401,-0.27492412900316343,-0.3144885858050482,0.05485904611419342,0.07199173746018725,0.12920033518525328,0.06186836627949082,-0.07372115672603949,0.0138074136680992,-0.09453910126773059,-0.0592280413691169,-0.010008203711627165,0.7525878536322111,-0.319341118320866,0.29213580995819627,0.15069272161257638,-0.07168951102529866,-0.2745845177602719,-0.15611630415276131,-0.26633409678606995,-0.21495880677443258,-0.03708028002443034,-0.06576192188039737,-0.024416451493554567,0.029897935876947106,0.010156500816998686,0.007353808744866967,-0.012525404583709928,-0.0009134056898703881,0.0036692773979296158,-0.00010781621830635857,-8.42428200501826e-06,1.8311179909791047e-16,6.376868164272758e-16,-1.3234053558813374e-16,1.6844509337906008e-16,-6.983354740560365e-17,1.0907390074561844e-17
0.07546469568535419,-0.19807485238055847,-0.3479048521264727,0.32908089134949786,-0.6347880613840502,-0.5345616239547084,-0.3336901653313883,-0.11102865635720599,0.06536885107811946,-0.2127169281622387,-0.4234930394365951,-0.3151057715326738,0.06536798085193903,-0.07580934621020541,-0.3289638336959101,-0.06649452403346234,-0.038732855422800465,0.015149508272265784,0.06387072548814746,0.10583393376993354,-0.06748204793188872,0.07264349516792834,-0.1892064156701934,-0.02638131446862928,-0.005823318183527467,0.14422054688098576,0.033780155454610945,-0.10780791836351493,0.0346906187932078,0.10628403526065426,0.16162338509167679,0.0568491103172561,0.03847762669221862,0.02621386575077945,0.02593326507894878,0.012026554411005514,0.011111792809393246,0.013279701169314559,0.010101371911622347,-0.0066276117114642446,0.0025088310850958162,0.0001663526959606252,0.0026191503552824426,1.1370966830626446e-14,-9.36215136034005e-16,7.873209294835525e-16,4.739867518462934e-16,1.8663913846714356e-16,-1.0948102488332202e-16
0.02212217234151079,-0.3144864700950894,-0.334271090315035,-0.23848027191535756,0.7717433607200003,-0.4239417019767684,0.039644451205560864,-0.06636170171031784,-0.09669587488244855,-0.21919399675540774,-0.23506240342992135,-0.17497788179102053,-0.17125253099639726,0.1339135929846279,0.1293806149996196,0.3794580259784849,-0.28979139222071265,-0.38152809245027447,-0.6251879136149071,-0.15451436337168192,0.16991320108872088,0.016997433493968973,0.00024739937404947616,-0.099795855075872,0.029935000391748307,-0.06485045671717937,0.03713996222987896,-0.08313347889717013,0.012556983390307645,-0.01128925895933232,-0.05626103924246543,-0.020481306822466128,-0.02340629052895061,-0.03712444376224831,-0.04715945219121872,-0.0007063491920514847,-0.02686823829338598,-0.013267596876842194,-0.006525510730399214,0.003546323953143732,-0.008971490232392729,-0.010052105895724774,-0.0016944154678616857,3.063750127123266e-15,-4.523405694230393e-16,2.871105459543501e-16,3.5117743332299643e-16,-6.133698127702299e-17,1.5008060517928683e-18
0.3546194350051911,-0.3395166921368386,0.2046387008505012,-1.0253104090477572,-0.22906656679260176,0.5190375371664943,-0.18361068055242288,-0.009116633749728036,-0.1885353467647856,-0.02267173517646346,-0.0855504155241903,-0.0654457849710381,-0.07184067790826258,0.012640263559043557,-0.046879318147691654,-0.0555570287617123,-0.034165130165371295,0.03079250933439478,0.030323515181380625,0.005766641140134393,0.02830756449569815,0.002721292504144915,0.029987816191990306,-0.004934111089656615,-0.05396916074410735,-0.08347000445786819,-0.042607797413511006,0.016615698575200257,-0.010935675777377486,-0.015022337516291647,0.0032107853393169693,0.061976507854639346,-0.060685897143901865,-0.005571505519642484,0.004506108320073175,0.00834639237359583,-0.00771913996782765,-0.0008530736093509443,-0.00021582321336752598,0.0019099196817246537,-0.00042136385376608865,0.0015819582427868762,0.0005793926609404256,-8.407619288639961e-15,1.2521663111592018e-15,-7.441732444174909e-16,-3.193754886896781e-16,-2.9513101018663566e-16,5.093086909228469e-17
0.5288803732108457,-0.5215145326820465,-0.21784083436330962,1.1733023278562218,-0.2282360979376205,0.4155819502183555,0.1496722518137479,-0.2573458885569875,-0.4556156162345817,0.7286765820789164,-0.0023188280022062298,0.1857629279341233,-0.19607429937618154,-0.002105467162099154,-0.23367305767216226,-0.0018612159957776275,0.013331377011611101,-0.013794759096236302,-0.04674924798575889,-0.014944933748226565,-0.047885825199198644,0.01977971069274232,-0.01807357891057776,-0.02531046776711929,0.06627596834599539,0.037257524848033234,-0.0206096732906984,-0.08657064520618833,-0.0802873508644607,0.06302675186089626,-0.01742834564109276,-0.13205477237844182,0.14428841392127492,-0.01955250190236511,-0.008214340324079411,-0.023853702177282617,0.020454525153621766,0.0027846876726135344,-0.006957727502733122,0.0006285049257673764,0.0033408994816791727,-0.0026493536987660677,0.0005889455508927538,-2.536314887798298e-15,3.1864450972201288e-16,1.1965968905866812e-16,-3.6234677275061983e-16,2.2706207108237885e-16,7.748191818609257e-18
